loop_id,label_atac_overlap,atac_category,chr1,x1,x2,chr2,y1,y2,resolution,distance,anchor1_width,anchor2_width,loop_span,same_chr,n_assigned_genes,n_components,has_tss_component,has_promoter_component,WHERE,classification,log_distance,log_loop_span,distance_per_loop_span,anchor_width_sum,anchor_width_diff,anchor_width_ratio,where_classification
chr10_100850000_100875000_chr10_100950000_100975000_25000,1,CP,chr10,100850000,100875000,chr10,100950000,100975000,25000,13179,25000,25000,125000,1,1,1,0,1,DOWN,One_OK,9.486455808056498,11.736077016252437,0.105432,50000,0,1.0,DOWN_One_OK
chr10_100870000_100875000_chr10_100955000_100960000_5000,1,CP,chr10,100870000,100875000,chr10,100955000,100960000,5000,8179,5000,5000,90000,1,1,1,0,1,DOWN,One_OK,9.009447429596793,11.407576060361786,0.09087777777777778,10000,0,1.0,DOWN_One_OK
chr10_100870000_100880000_chr10_100940000_100950000_10000,1,CP,chr10,100870000,100880000,chr10,100940000,100950000,10000,4239,10000,10000,80000,1,1,1,0,1,DOWN,One_OK,8.352318548226004,11.289794413577894,0.0529875,20000,0,1.0,DOWN_One_OK
chr10_100880000_100885000_chr10_100955000_100960000_5000,0,CP,chr10,100880000,100885000,chr10,100955000,100960000,5000,8179,5000,5000,80000,1,1,1,0,1,DOWN,One_OK,9.009447429596793,11.289794413577894,0.1022375,10000,0,1.0,DOWN_One_OK
chr10_100880000_100890000_chr10_100940000_100950000_10000,1,CP,chr10,100880000,100890000,chr10,100940000,100950000,10000,4239,10000,10000,70000,1,1,1,0,1,DOWN,One_OK,8.352318548226004,11.156264806643742,0.06055714285714286,20000,0,1.0,DOWN_One_OK
chr10_101170000_101175000_chr10_101225000_101230000_5000,0,CP,chr10,101170000,101175000,chr10,101225000,101230000,5000,6632,5000,5000,60000,1,1,1,0,1,UP,One_OK,8.799812469525556,11.002116507732017,0.11053333333333333,10000,0,1.0,UP_One_OK
chr10_101170000_101175000_chr10_101235000_101240000_5000,1,CP,chr10,101170000,101175000,chr10,101235000,101240000,5000,6632,5000,5000,70000,1,1,1,0,1,UP,Both_OK,8.799812469525556,11.156264806643742,0.09474285714285714,10000,0,1.0,UP_Both_OK
chr10_101170000_101180000_chr10_101220000_101230000_10000,0,CP,chr10,101170000,101180000,chr10,101220000,101230000,10000,9132,10000,10000,60000,1,1,1,0,1,UP,One_OK,9.11964950669168,11.002116507732017,0.1522,20000,0,1.0,UP_One_OK
chr10_101170000_101180000_chr10_101230000_101240000_10000,1,CP,chr10,101170000,101180000,chr10,101230000,101240000,10000,9132,10000,10000,70000,1,1,1,0,1,UP,Both_OK,9.11964950669168,11.156264806643742,0.13045714285714285,20000,0,1.0,UP_Both_OK
chr10_101250000_101275000_chr10_101350000_101375000_25000,1,CT,chr10,101250000,101275000,chr10,101350000,101375000,25000,1660,25000,25000,125000,1,1,1,1,0,DOWN,Both_OK,7.415175109613295,11.736077016252437,0.01328,50000,0,1.0,DOWN_Both_OK
chr10_101265000_101270000_chr10_101320000_101325000_5000,1,CT,chr10,101265000,101270000,chr10,101320000,101325000,5000,1641,5000,5000,60000,1,1,1,1,0,UP,Both_OK,7.403670290012373,11.002116507732017,0.02735,10000,0,1.0,UP_Both_OK
chr10_101320000_101325000_chr10_101360000_101365000_5000,1,CT,chr10,101320000,101325000,chr10,101360000,101365000,5000,1660,5000,5000,45000,1,1,1,1,0,DOWN,One_OK,7.415175109613295,10.714439990727769,0.03688888888888889,10000,0,1.0,DOWN_One_OK
chr10_101325000_101330000_chr10_101360000_101365000_5000,0,CT,chr10,101325000,101330000,chr10,101360000,101365000,5000,1660,5000,5000,40000,1,1,1,1,0,DOWN,One_OK,7.415175109613295,10.596659732783579,0.0415,10000,0,1.0,DOWN_One_OK
chr10_101450000_101460000_chr10_101690000_101700000_10000,1,CT,chr10,101450000,101460000,chr10,101690000,101700000,10000,2455,10000,10000,250000,1,1,1,1,0,DOWN,Both_OK,7.806289289267033,12.429220196836383,0.00982,20000,0,1.0,DOWN_Both_OK
chr10_101450000_101475000_chr10_101675000_101700000_25000,1,CT,chr10,101450000,101475000,chr10,101675000,101700000,25000,9955,25000,25000,250000,1,1,1,1,0,DOWN,Both_OK,9.205930663487482,12.429220196836383,0.03982,50000,0,1.0,DOWN_Both_OK
chr10_101460000_101470000_chr10_101520000_101530000_10000,1,CT,chr10,101460000,101470000,chr10,101520000,101530000,10000,10220,10000,10000,70000,1,1,1,1,0,DOWN,One_OK,9.232199706329077,11.156264806643742,0.146,20000,0,1.0,DOWN_One_OK
chr10_101460000_101470000_chr10_101690000_101700000_10000,1,CT,chr10,101460000,101470000,chr10,101690000,101700000,10000,2455,10000,10000,240000,1,1,1,1,0,DOWN,One_OK,7.806289289267033,12.388398368982115,0.010229166666666666,20000,0,1.0,DOWN_One_OK
chr10_101540000_101550000_chr10_101690000_101700000_10000,0,CT,chr10,101540000,101550000,chr10,101690000,101700000,10000,2455,10000,10000,160000,1,1,1,1,0,DOWN,One_OK,7.806289289267033,11.982935344196433,0.01534375,20000,0,1.0,DOWN_One_OK
chr10_101550000_101560000_chr10_101690000_101700000_10000,0,CT,chr10,101550000,101560000,chr10,101690000,101700000,10000,2455,10000,10000,150000,1,1,1,1,0,DOWN,One_OK,7.806289289267033,11.918397239722838,0.016366666666666668,20000,0,1.0,DOWN_One_OK
chr10_101550000_101575000_chr10_101675000_101700000_25000,1,CT,chr10,101550000,101575000,chr10,101675000,101700000,25000,7698,25000,25000,150000,1,1,1,1,0,UP,Both_OK,8.94884572927805,11.918397239722838,0.05132,50000,0,1.0,UP_Both_OK
chr10_101575000_101600000_chr10_101675000_101700000_25000,1,CT,chr10,101575000,101600000,chr10,101675000,101700000,25000,9955,25000,25000,125000,1,1,1,1,0,DOWN,One_OK,9.205930663487482,11.736077016252437,0.07964,50000,0,1.0,DOWN_One_OK
chr10_101720000_101725000_chr10_101760000_101765000_5000,1,CT,chr10,101720000,101725000,chr10,101760000,101765000,5000,1120,5000,5000,45000,1,1,1,1,0,DOWN,One_OK,7.02197642307216,10.714439990727769,0.024888888888888887,10000,0,1.0,DOWN_One_OK
chr10_101725000_101750000_chr10_101825000_101850000_25000,1,CT,chr10,101725000,101750000,chr10,101825000,101850000,25000,4932,25000,25000,125000,1,1,1,1,0,DOWN,One_OK,8.503702601233739,11.736077016252437,0.039456,50000,0,1.0,DOWN_One_OK
chr10_101870000_101880000_chr10_102000000_102010000_10000,1,CT,chr10,101870000,101880000,chr10,102000000,102010000,10000,12269,10000,10000,140000,1,1,1,1,0,UP,Both_OK,9.414912537704957,11.849404844423074,0.08763571428571429,20000,0,1.0,UP_Both_OK
chr10_101875000_101880000_chr10_102005000_102010000_5000,1,CT,chr10,101875000,101880000,chr10,102005000,102010000,5000,9769,5000,5000,135000,1,1,1,1,0,UP,Both_OK,9.187071745036828,11.813037464800539,0.07236296296296296,10000,0,1.0,UP_Both_OK
chr10_101875000_101900000_chr10_101975000_102000000_25000,1,CP,chr10,101875000,101900000,chr10,101975000,102000000,25000,18,25000,25000,125000,1,1,1,0,1,UP,Both_OK,2.9444389791664403,11.736077016252437,0.000144,50000,0,1.0,UP_Both_OK
chr10_101875000_101900000_chr10_102000000_102025000_25000,1,CP,chr10,101875000,101900000,chr10,102000000,102025000,25000,18,25000,25000,150000,1,1,1,0,1,UP,Both_OK,2.9444389791664403,11.918397239722838,0.00012,50000,0,1.0,UP_Both_OK
chr10_101875000_101900000_chr10_102225000_102250000_25000,1,CP,chr10,101875000,101900000,chr10,102225000,102250000,25000,18,25000,25000,375000,1,1,1,0,1,UP,One_OK,2.9444389791664403,12.834683971615659,4.8e-05,50000,0,1.0,UP_One_OK
chr10_101875000_101900000_chr10_102250000_102275000_25000,1,CP,chr10,101875000,101900000,chr10,102250000,102275000,25000,18,25000,25000,400000,1,1,1,0,1,UP,One_OK,2.9444389791664403,12.899222326086994,4.5e-05,50000,0,1.0,UP_One_OK
chr10_101880000_101890000_chr10_102000000_102010000_10000,1,CP,chr10,101880000,101890000,chr10,102000000,102010000,10000,21944,10000,10000,130000,1,1,1,0,1,DOWN,One_OK,9.996294602122335,11.775297421715827,0.1688,20000,0,1.0,DOWN_One_OK
chr10_101900000_101910000_chr10_102000000_102010000_10000,1,CT,chr10,101900000,101910000,chr10,102000000,102010000,10000,9868,10000,10000,110000,1,1,1,1,0,UP,Both_OK,9.197153810172008,11.608244735642321,0.0897090909090909,20000,0,1.0,UP_Both_OK
chr10_102100000_102125000_chr10_102200000_102225000_25000,1,CT,chr10,102100000,102125000,chr10,102200000,102225000,25000,8897,25000,25000,125000,1,1,1,1,0,UP,One_OK,9.093581811365986,11.736077016252437,0.071176,50000,0,1.0,UP_One_OK
chr10_102100000_102125000_chr10_102225000_102250000_25000,1,CT,chr10,102100000,102125000,chr10,102225000,102250000,25000,8897,25000,25000,150000,1,1,1,1,0,UP,One_OK,9.093581811365986,11.918397239722838,0.059313333333333336,50000,0,1.0,UP_One_OK
chr10_102100000_102125000_chr10_102375000_102400000_25000,1,CT,chr10,102100000,102125000,chr10,102375000,102400000,25000,8897,25000,25000,300000,1,1,1,1,0,UP,One_OK,9.093581811365986,12.611541086966115,0.029656666666666668,50000,0,1.0,UP_One_OK
chr10_102110000_102120000_chr10_102220000_102230000_10000,1,CT,chr10,102110000,102120000,chr10,102220000,102230000,10000,6397,10000,10000,120000,1,1,1,1,0,UP,One_OK,8.763740720509464,11.695255355062795,0.05330833333333333,20000,0,1.0,UP_One_OK
chr10_102110000_102120000_chr10_102250000_102260000_10000,1,CT,chr10,102110000,102120000,chr10,102250000,102260000,10000,6397,10000,10000,150000,1,1,1,1,0,UP,One_OK,8.763740720509464,11.918397239722838,0.042646666666666666,20000,0,1.0,UP_One_OK
chr10_102120000_102130000_chr10_102220000_102230000_10000,1,CT,chr10,102120000,102130000,chr10,102220000,102230000,10000,3599,10000,10000,110000,1,1,1,1,0,UP,One_OK,8.1886891244442,11.608244735642321,0.03271818181818182,20000,0,1.0,UP_One_OK
chr10_102270000_102275000_chr10_102385000_102390000_5000,1,CP,chr10,102270000,102275000,chr10,102385000,102390000,5000,47475,5000,5000,120000,1,1,1,0,1,UP,One_OK,10.767979599176396,11.695255355062795,0.395625,10000,0,1.0,UP_One_OK
chr10_102270000_102280000_chr10_102380000_102390000_10000,1,CP,chr10,102270000,102280000,chr10,102380000,102390000,10000,44975,10000,10000,120000,1,1,1,0,1,UP,One_OK,10.713884293146313,11.695255355062795,0.3747916666666667,20000,0,1.0,UP_One_OK
chr10_102280000_102285000_chr10_102385000_102390000_5000,1,CP,chr10,102280000,102285000,chr10,102385000,102390000,5000,37475,5000,5000,110000,1,1,1,0,1,UP,One_OK,10.531456007071078,11.608244735642321,0.3406818181818182,10000,0,1.0,UP_One_OK
chr10_102280000_102290000_chr10_102380000_102390000_10000,1,CP,chr10,102280000,102290000,chr10,102380000,102390000,10000,34975,10000,10000,110000,1,1,1,0,1,UP,One_OK,10.462417390976265,11.608244735642321,0.31795454545454543,20000,0,1.0,UP_One_OK
chr10_102425000_102450000_chr10_103025000_103050000_25000,1,CP,chr10,102425000,102450000,chr10,103025000,103050000,25000,7523,25000,25000,625000,1,1,1,0,1,DOWN,Both_OK,8.925853190420922,13.345508528717259,0.0120368,50000,0,1.0,DOWN_Both_OK
chr10_102440000_102450000_chr10_102570000_102580000_10000,1,CT,chr10,102440000,102450000,chr10,102570000,102580000,10000,35095,10000,10000,140000,1,1,1,1,0,UP,One_OK,10.46584244284605,11.849404844423074,0.2506785714285714,20000,0,1.0,UP_One_OK
chr10_102450000_102455000_chr10_102575000_102580000_5000,1,CT,chr10,102450000,102455000,chr10,102575000,102580000,5000,42595,5000,5000,130000,1,1,1,1,0,UP,One_OK,10.659515631135275,11.775297421715827,0.32765384615384613,10000,0,1.0,UP_One_OK
chr10_102450000_102460000_chr10_102570000_102580000_10000,1,CT,chr10,102450000,102460000,chr10,102570000,102580000,10000,45095,10000,10000,130000,1,1,1,1,0,UP,One_OK,10.716548829761411,11.775297421715827,0.3468846153846154,20000,0,1.0,UP_One_OK
chr10_102520000_102530000_chr10_102570000_102580000_10000,1,CT,chr10,102520000,102530000,chr10,102570000,102580000,10000,115095,10000,10000,60000,1,1,1,1,0,UP,One_OK,11.653521841716868,11.002116507732017,1.91825,20000,0,1.0,UP_One_OK
chr10_102575000_102600000_chr10_103025000_103050000_25000,1,CP,chr10,102575000,102600000,chr10,103025000,103050000,25000,7523,25000,25000,475000,1,1,1,0,1,DOWN,Both_OK,8.925853190420922,13.07107218827772,0.015837894736842106,50000,0,1.0,DOWN_Both_OK
chr10_102600000_102625000_chr10_103025000_103050000_25000,1,CP,chr10,102600000,102625000,chr10,103025000,103050000,25000,7523,25000,25000,450000,1,1,1,0,1,DOWN,One_OK,8.925853190420922,13.017005083966255,0.01671777777777778,50000,0,1.0,DOWN_One_OK
chr10_102920000_102930000_chr10_103040000_103050000_10000,1,CP,chr10,102920000,102930000,chr10,103040000,103050000,10000,1041,10000,10000,130000,1,1,1,0,1,DOWN,Both_OK,6.948897222313312,11.775297421715827,0.008007692307692308,20000,0,1.0,DOWN_Both_OK
chr10_102925000_102950000_chr10_103025000_103050000_25000,1,CP,chr10,102925000,102950000,chr10,103025000,103050000,25000,7523,25000,25000,125000,1,1,1,0,1,DOWN,Both_OK,8.925853190420922,11.736077016252437,0.060184,50000,0,1.0,DOWN_Both_OK
chr10_102980000_102990000_chr10_103030000_103040000_10000,1,CP,chr10,102980000,102990000,chr10,103030000,103040000,10000,5023,10000,10000,60000,1,1,1,0,1,DOWN,Both_OK,8.521981708148035,11.002116507732017,0.08371666666666666,20000,0,1.0,DOWN_Both_OK
chr10_102980000_102990000_chr10_103040000_103050000_10000,1,CP,chr10,102980000,102990000,chr10,103040000,103050000,10000,1041,10000,10000,70000,1,1,1,0,1,DOWN,Both_OK,6.948897222313312,11.156264806643742,0.014871428571428572,20000,0,1.0,DOWN_Both_OK
chr10_103130000_103140000_chr10_103190000_103200000_10000,0,CT,chr10,103130000,103140000,chr10,103190000,103200000,10000,1078,10000,10000,70000,1,1,1,1,0,DOWN,One_OK,6.983789965258135,11.156264806643742,0.0154,20000,0,1.0,DOWN_One_OK
chr10_103300000_103325000_chr10_103425000_103450000_25000,1,CP,chr10,103300000,103325000,chr10,103425000,103450000,25000,48222,25000,25000,150000,1,1,1,0,1,DOWN,One_OK,10.78359136464851,11.918397239722838,0.32148,50000,0,1.0,DOWN_One_OK
chr10_103300000_103325000_chr10_103450000_103475000_25000,1,CP,chr10,103300000,103325000,chr10,103450000,103475000,25000,23222,25000,25000,175000,1,1,1,0,1,DOWN,One_OK,10.052898445872824,12.07254696717504,0.13269714285714285,50000,0,1.0,DOWN_One_OK
chr10_103300000_103325000_chr10_103600000_103625000_25000,1,CP,chr10,103300000,103325000,chr10,103600000,103625000,25000,16668,25000,25000,325000,1,1,1,0,1,DOWN,One_OK,9.721305985943088,12.691583538230217,0.05128615384615385,50000,0,1.0,DOWN_One_OK
chr10_103310000_103320000_chr10_103450000_103460000_10000,1,CP,chr10,103310000,103320000,chr10,103450000,103460000,10000,30722,10000,10000,150000,1,1,1,0,1,DOWN,One_OK,10.332766838743547,11.918397239722838,0.20481333333333332,20000,0,1.0,DOWN_One_OK
chr10_103315000_103320000_chr10_103455000_103460000_5000,1,CP,chr10,103315000,103320000,chr10,103455000,103460000,5000,28222,5000,5000,145000,1,1,1,0,1,DOWN,One_OK,10.247892527339829,11.884495917930655,0.1946344827586207,10000,0,1.0,DOWN_One_OK
chr10_103550000_103555000_chr10_103590000_103595000_5000,1,CT,chr10,103550000,103555000,chr10,103590000,103595000,5000,11390,5000,5000,45000,1,1,1,1,0,DOWN,One_OK,9.340578848899913,10.714439990727769,0.2531111111111111,10000,0,1.0,DOWN_One_OK
chr10_103550000_103560000_chr10_103610000_103620000_10000,1,CT,chr10,103550000,103560000,chr10,103610000,103620000,10000,26106,10000,10000,70000,1,1,1,1,0,UP,One_OK,10.169958756585515,11.156264806643742,0.37294285714285713,20000,0,1.0,UP_One_OK
chr10_103560000_103570000_chr10_103610000_103620000_10000,1,CT,chr10,103560000,103570000,chr10,103610000,103620000,10000,16106,10000,10000,60000,1,1,1,1,0,UP,One_OK,9.68700923909068,11.002116507732017,0.26843333333333336,20000,0,1.0,UP_One_OK
chr10_103675000_103680000_chr10_103720000_103725000_5000,1,CT,chr10,103675000,103680000,chr10,103720000,103725000,5000,1916,5000,5000,50000,1,1,1,1,0,UP,Both_OK,7.558516743045645,10.819798284210286,0.03832,10000,0,1.0,UP_Both_OK
chr10_103675000_103700000_chr10_103975000_104000000_25000,1,CT,chr10,103675000,103700000,chr10,103975000,104000000,25000,11916,25000,25000,325000,1,1,1,1,0,UP,One_OK,9.385721231090805,12.691583538230217,0.036664615384615386,50000,0,1.0,UP_One_OK
chr10_10425000_10450000_chr10_10700000_10725000_25000,1,CT,chr10,10425000,10450000,chr10,10700000,10725000,25000,2976,25000,25000,300000,1,1,1,1,0,DOWN,One_OK,7.998671361015776,12.611541086966115,0.00992,50000,0,1.0,DOWN_One_OK
chr10_104275000_104300000_chr10_104425000_104450000_25000,1,CT,chr10,104275000,104300000,chr10,104425000,104450000,25000,8899,25000,25000,175000,1,1,1,1,0,UP,Both_OK,9.093806555720231,12.07254696717504,0.05085142857142857,50000,0,1.0,UP_Both_OK
chr10_104290000_104300000_chr10_104340000_104350000_10000,1,CT,chr10,104290000,104300000,chr10,104340000,104350000,10000,1666,10000,10000,60000,1,1,1,1,0,UP,Both_OK,7.418780882750794,11.002116507732017,0.027766666666666665,20000,0,1.0,UP_Both_OK
chr10_104295000_104300000_chr10_104345000_104350000_5000,1,CT,chr10,104295000,104300000,chr10,104345000,104350000,5000,4516,5000,5000,55000,1,1,1,1,0,DOWN,One_OK,8.415603335654604,10.915106645867503,0.08210909090909091,10000,0,1.0,DOWN_One_OK
chr10_104300000_104305000_chr10_104445000_104450000_5000,1,CT,chr10,104300000,104305000,chr10,104445000,104450000,5000,20661,5000,5000,150000,1,1,1,1,0,DOWN,One_OK,9.936051543409391,11.918397239722838,0.13774,10000,0,1.0,DOWN_One_OK
chr10_104300000_104310000_chr10_104440000_104450000_10000,1,CT,chr10,104300000,104310000,chr10,104440000,104450000,10000,23161,10000,10000,150000,1,1,1,1,0,DOWN,One_OK,10.050268283744323,11.918397239722838,0.15440666666666666,20000,0,1.0,DOWN_One_OK
chr10_104300000_104310000_chr10_104450000_104460000_10000,1,CT,chr10,104300000,104310000,chr10,104450000,104460000,10000,13161,10000,10000,160000,1,1,1,1,0,DOWN,One_OK,9.485089169016064,11.982935344196433,0.08225625,20000,0,1.0,DOWN_One_OK
chr10_104305000_104310000_chr10_104340000_104345000_5000,1,CT,chr10,104305000,104310000,chr10,104340000,104345000,5000,480,5000,5000,40000,1,1,1,1,0,DOWN,One_OK,6.175867270105761,10.596659732783579,0.012,10000,0,1.0,DOWN_One_OK
chr10_104310000_104315000_chr10_104345000_104350000_5000,1,CT,chr10,104310000,104315000,chr10,104345000,104350000,5000,4516,5000,5000,40000,1,1,1,1,0,DOWN,One_OK,8.415603335654604,10.596659732783579,0.1129,10000,0,1.0,DOWN_One_OK
chr10_104310000_104315000_chr10_104350000_104355000_5000,1,CT,chr10,104310000,104315000,chr10,104350000,104355000,5000,9516,5000,5000,45000,1,1,1,1,0,DOWN,One_OK,9.160834952072344,10.714439990727769,0.21146666666666666,10000,0,1.0,DOWN_One_OK
chr10_104350000_104360000_chr10_104440000_104450000_10000,1,CT,chr10,104350000,104360000,chr10,104440000,104450000,10000,23161,10000,10000,100000,1,1,1,1,0,DOWN,One_OK,10.050268283744323,11.51293546492023,0.23161,20000,0,1.0,DOWN_One_OK
chr10_104350000_104360000_chr10_104450000_104460000_10000,1,CT,chr10,104350000,104360000,chr10,104450000,104460000,10000,13161,10000,10000,110000,1,1,1,1,0,DOWN,One_OK,9.485089169016064,11.608244735642321,0.11964545454545454,20000,0,1.0,DOWN_One_OK
chr10_10440000_10450000_chr10_10500000_10510000_10000,1,CP,chr10,10440000,10450000,chr10,10500000,10510000,10000,5845,10000,10000,70000,1,1,1,0,1,UP,Both_OK,8.673512945671192,11.156264806643742,0.0835,20000,0,1.0,UP_Both_OK
chr10_10440000_10450000_chr10_10710000_10720000_10000,0,CT,chr10,10440000,10450000,chr10,10710000,10720000,10000,476,10000,10000,280000,1,1,1,1,0,DOWN,Both_OK,6.1675164908883415,12.54254845357358,0.0017,20000,0,1.0,DOWN_Both_OK
chr10_104750000_104775000_chr10_105175000_105200000_25000,1,CP,chr10,104750000,104775000,chr10,105175000,105200000,25000,2334,25000,25000,450000,1,1,1,0,1,UP,Both_OK,7.755767170102998,13.017005083966255,0.005186666666666667,50000,0,1.0,UP_Both_OK
chr10_104770000_104775000_chr10_105180000_105185000_5000,1,CP,chr10,104770000,104775000,chr10,105180000,105185000,5000,12334,5000,5000,415000,1,1,1,0,1,UP,One_OK,9.420196028963456,12.936036208848487,0.029720481927710842,10000,0,1.0,UP_One_OK
chr10_104770000_104780000_chr10_105180000_105190000_10000,1,CP,chr10,104770000,104780000,chr10,105180000,105190000,10000,14834,10000,10000,420000,1,1,1,0,1,UP,One_OK,9.604744532724922,12.948012371209098,0.03531904761904762,20000,0,1.0,UP_One_OK
chr10_104775000_104800000_chr10_105175000_105200000_25000,1,CP,chr10,104775000,104800000,chr10,105175000,105200000,25000,4441,25000,25000,425000,1,1,1,0,1,DOWN,Both_OK,8.398860004454372,12.959846800844963,0.010449411764705882,50000,0,1.0,DOWN_Both_OK
chr10_105310000_105320000_chr10_105370000_105380000_10000,1,CP,chr10,105310000,105320000,chr10,105370000,105380000,10000,4605,10000,10000,70000,1,1,1,0,1,DOWN,One_OK,8.43511508038063,11.156264806643742,0.06578571428571428,20000,0,1.0,DOWN_One_OK
chr10_105380000_105390000_chr10_105430000_105440000_10000,1,CT,chr10,105380000,105390000,chr10,105430000,105440000,10000,1365,10000,10000,60000,1,1,1,1,0,DOWN,One_OK,7.2196420401307355,11.002116507732017,0.02275,20000,0,1.0,DOWN_One_OK
chr10_10550000_10575000_chr10_10700000_10725000_25000,1,CT,chr10,10550000,10575000,chr10,10700000,10725000,25000,2976,25000,25000,175000,1,1,1,1,0,DOWN,Both_OK,7.998671361015776,12.07254696717504,0.017005714285714287,50000,0,1.0,DOWN_Both_OK
chr10_105520000_105525000_chr10_105595000_105600000_5000,1,CT,chr10,105520000,105525000,chr10,105595000,105600000,5000,3833,5000,5000,80000,1,1,1,1,0,UP,One_OK,8.251663923605589,11.289794413577894,0.0479125,10000,0,1.0,UP_One_OK
chr10_105520000_105530000_chr10_105590000_105600000_10000,1,CT,chr10,105520000,105530000,chr10,105590000,105600000,10000,1333,10000,10000,80000,1,1,1,1,0,UP,One_OK,7.195937226475569,11.289794413577894,0.0166625,20000,0,1.0,UP_One_OK
chr10_105750000_105775000_chr10_105850000_105875000_25000,1,CP,chr10,105750000,105775000,chr10,105850000,105875000,25000,3437,25000,25000,125000,1,1,1,0,1,UP,Both_OK,8.142645185942795,11.736077016252437,0.027496,50000,0,1.0,UP_Both_OK
chr10_105765000_105770000_chr10_105840000_105845000_5000,1,CT,chr10,105765000,105770000,chr10,105840000,105845000,5000,1404,5000,5000,80000,1,1,1,1,0,UP,Both_OK,7.247792581767846,11.289794413577894,0.01755,10000,0,1.0,UP_Both_OK
chr10_105790000_105800000_chr10_105840000_105850000_10000,1,CT,chr10,105790000,105800000,chr10,105840000,105850000,10000,3431,10000,10000,60000,1,1,1,1,0,DOWN,Both_OK,8.140898460607852,11.002116507732017,0.057183333333333336,20000,0,1.0,DOWN_Both_OK
chr10_105930000_105940000_chr10_105980000_105990000_10000,0,CT,chr10,105930000,105940000,chr10,105980000,105990000,10000,4470,10000,10000,60000,1,1,1,1,0,UP,One_OK,8.405367376233981,11.002116507732017,0.0745,20000,0,1.0,UP_One_OK
chr10_105930000_105940000_chr10_105990000_106000000_10000,1,CT,chr10,105930000,105940000,chr10,105990000,106000000,10000,4470,10000,10000,70000,1,1,1,1,0,UP,One_OK,8.405367376233981,11.156264806643742,0.06385714285714286,20000,0,1.0,UP_One_OK
chr10_106000000_106005000_chr10_106045000_106050000_5000,1,CP,chr10,106000000,106005000,chr10,106045000,106050000,5000,2751,5000,5000,50000,1,1,1,0,1,DOWN,Both_OK,7.920083199053234,10.819798284210286,0.05502,10000,0,1.0,DOWN_Both_OK
